100;171;0.043
200;389;0.093
300;615;0.145
400;828;0.194
500;1041;0.232
600;1259;0.278
700;1491;0.330
800;1715;0.374
900;1946;0.426
1000;2183;0.474
1100;2419;0.526
1200;2667;0.582
1300;2908;0.632
1400;3149;0.683
1500;3393;0.732
1600;3637;0.785
1700;3869;0.833
1800;4127;0.882
1900;4375;0.935
2000;4624;1.007
2100;4889;1.062
2200;5147;1.130
2300;5432;1.196
2400;5687;1.252
2500;5954;1.311
2600;6208;1.360
2700;6491;1.449
2800;6753;1.505
2900;7021;1.581
3000;7296;1.616
