100;171;0.042
200;389;0.094
300;615;0.149
400;828;0.192
500;1041;0.234
600;1259;0.277
700;1491;0.327
800;1715;0.375
900;1946;0.427
1000;2183;0.477
1100;2419;0.530
1200;2667;0.578
1300;2908;0.632
1400;3149;0.693
1500;3393;0.750
1600;3637;0.795
1700;3869;0.846
1800;4127;0.907
1900;4375;0.958
2000;4624;1.023
2100;4889;1.089
2200;5147;1.151
2300;5432;1.257
2400;5687;1.308
2500;5954;1.331
2600;6208;1.409
2700;6491;1.518
2800;6753;1.591
2900;7021;1.567
3000;7296;1.628
