100;513;0.059
200;1290;0.111
300;2272;0.188
400;3201;0.258
500;4225;0.329
600;5475;0.418
700;6692;0.499
800;7832;0.586
900;9060;0.667
1000;10148;0.754
1100;11567;0.839
1200;13057;0.929
1300;14612;1.020
1400;16124;1.137
1500;17292;1.200
1600;18748;1.315
1700;20133;1.366
1800;21577;1.516
1900;22837;1.564
2000;24259;1.650
2100;25896;1.745
2200;27709;1.814
2300;29572;2.001
2400;31371;2.049
2500;32915;2.116
2600;34548;2.306
2700;36721;2.442
2800;37867;2.500
2900;39489;2.560
3000;41079;2.651
