100;769;0.110
200;1740;0.259
300;2773;0.430
400;3895;0.612
500;5068;0.769
600;6205;0.946
700;7380;1.134
800;8537;1.344
900;9838;1.521
1000;11091;1.733
1100;12374;1.871
1200;13743;2.114
1300;15045;2.340
1400;16374;2.600
1500;17695;2.715
1600;19029;2.907
1700;20415;3.066
1800;21785;3.402
1900;23102;3.547
2000;24534;3.750
2100;25964;4.027
2200;27416;4.292
2300;28841;4.579
2400;30298;4.734
2500;31708;4.927
2600;33111;5.141
2700;34550;5.391
2800;36039;5.555
2900;37534;5.854
3000;38980;6.218
