100;171;0.044
200;389;0.095
300;615;0.150
400;828;0.190
500;1041;0.236
600;1259;0.279
700;1491;0.331
800;1715;0.380
900;1946;0.430
1000;2183;0.482
1100;2419;0.537
1200;2667;0.587
1300;2908;0.635
1400;3149;0.703
1500;3393;0.756
1600;3637;0.799
1700;3869;0.850
1800;4127;0.915
1900;4375;0.963
2000;4624;1.031
2100;4889;1.095
2200;5147;1.145
2300;5432;1.204
2400;5687;1.266
2500;5954;1.331
2600;6208;1.385
2700;6491;1.457
2800;6753;1.494
2900;7021;1.564
3000;7296;1.632
