100;495;0.079
200;1176;0.173
300;1915;0.297
400;2703;0.408
500;3514;0.527
600;4328;0.676
700;5156;0.819
800;6111;0.928
900;6957;1.099
1000;7916;1.227
1100;8810;1.373
1200;9762;1.491
1300;10687;1.608
1400;11637;1.758
1500;12652;1.924
1600;13596;2.060
1700;14475;2.187
1800;15527;2.311
1900;16563;2.480
2000;17536;2.590
2100;18508;2.772
2200;19542;2.957
2300;20560;3.089
2400;21609;3.279
2500;22690;3.397
2600;23654;3.543
2700;24657;3.703
2800;25709;3.804
2900;26761;3.989
3000;27861;4.140
