100;171;0.043
200;389;0.106
300;615;0.156
400;828;0.193
500;1041;0.245
600;1259;0.292
700;1491;0.367
800;1715;0.373
900;1946;0.431
1000;2183;0.513
1100;2419;0.527
1200;2667;0.584
1300;2908;0.692
1400;3149;0.677
1500;3393;0.770
1600;3637;0.814
1700;3869;0.854
1800;4127;0.929
1900;4375;0.979
2000;4624;1.035
2100;4889;1.089
2200;5147;1.150
2300;5432;1.220
2400;5687;1.268
2500;5954;1.322
2600;6208;1.373
2700;6491;1.441
2800;6753;1.502
2900;7021;1.675
3000;7296;1.775
