100;750;0.008
200;1863;0.018
300;3077;0.029
400;4095;0.040
500;5664;0.058
600;6971;0.092
700;9175;0.092
800;10373;0.107
900;12045;0.122
1000;14523;0.129
1100;15735;0.142
1200;16485;0.159
1300;21141;0.181
1400;22736;0.198
1500;23389;0.266
1600;24366;0.227
1700;28884;0.247
1800;28357;0.266
1900;30638;0.373
2000;32590;0.304
2100;34903;0.323
2200;35516;0.335
2300;39646;0.369
2400;39583;0.366
2500;47056;0.393
2600;45786;0.397
2700;46650;0.434
2800;49893;0.450
2900;57143;0.470
3000;54098;0.491
