100;367;0.048
200;905;0.110
300;1522;0.180
400;2181;0.255
500;3009;0.332
600;3677;0.424
700;4399;0.517
800;5217;0.582
900;6097;0.684
1000;7086;0.766
1100;7742;0.861
1200;8504;0.943
1300;9326;1.041
1400;10243;1.135
1500;11156;1.197
1600;12074;1.285
1700;13128;1.391
1800;14071;1.473
1900;15003;1.555
2000;16207;1.669
2100;17241;1.779
2200;17995;1.890
2300;18918;1.936
2400;19730;2.018
2500;20782;2.205
2600;21702;2.242
2700;22467;2.358
2800;23516;2.445
2900;24659;2.499
3000;25863;2.659
