100;171;0.041
200;389;0.095
300;615;0.148
400;828;0.191
500;1041;0.238
600;1259;0.277
700;1491;0.327
800;1715;0.377
900;1946;0.427
1000;2183;0.475
1100;2419;0.521
1200;2667;0.576
1300;2908;0.625
1400;3149;0.698
1500;3393;0.766
1600;3637;0.808
1700;3869;0.850
1800;4127;0.906
1900;4375;0.949
2000;4624;1.023
2100;4889;1.080
2200;5147;1.132
2300;5432;1.205
2400;5687;1.262
2500;5954;1.339
2600;6208;1.380
2700;6491;1.449
2800;6753;1.586
2900;7021;1.672
3000;7296;1.667
