100;171;0.042
200;389;0.092
300;615;0.144
400;828;0.191
500;1041;0.229
600;1259;0.275
700;1491;0.323
800;1715;0.371
900;1946;0.421
1000;2183;0.466
1100;2419;0.522
1200;2667;0.577
1300;2908;0.630
1400;3149;0.677
1500;3393;0.726
1600;3637;0.780
1700;3869;0.834
1800;4127;0.889
1900;4375;0.940
2000;4624;1.011
2100;4889;1.132
2200;5147;1.200
2300;5432;1.244
2400;5687;1.292
2500;5954;1.360
2600;6208;1.383
2700;6491;1.435
2800;6753;1.473
2900;7021;1.566
3000;7296;1.612
